game_id,date
11198,2022-11-08
11200,2022-11-08
11202,2022-11-08
11204,2022-11-08
11203,2022-11-08
11201,2022-11-08
11205,2022-11-08
11206,2022-11-08
11207,2022-11-08
11208,2022-11-10
11210,2022-11-09
11209,2022-11-10
11211,2022-11-10
11212,2022-11-10
11213,2022-11-10
11214,2022-11-10
11216,2022-11-10
11215,2022-11-10
11217,2022-11-10
11218,2022-11-10
11219,2022-11-10
11220,2022-11-10
11223,2022-11-11
11222,2022-11-11
11221,2022-11-11
11224,2022-11-11
11225,2022-11-12
11226,2022-11-12
11227,2022-11-12
11228,2022-11-12
11229,2022-11-12
11230,2022-11-12
11232,2022-11-12
11233,2022-11-12
11234,2022-11-12
11235,2022-11-13
11236,2022-11-13
11237,2022-11-13
11239,2022-11-13
11240,2022-11-13
11242,2022-11-13
11241,2022-11-13
11243,2022-11-13
11244,2022-11-14
11238,2022-11-13
11245,2022-11-14
11231,2022-11-12
11246,2022-11-14
11247,2022-11-14
11249,2022-11-15
11250,2022-11-15
11252,2022-11-15
11251,2022-11-15
11253,2022-11-15
11248,2022-11-15
11255,2022-11-16
11254,2022-11-15
11256,2022-11-16
11257,2022-11-16
11258,2022-11-16
11259,2022-11-16
11260,2022-11-17
11261,2022-11-17
11265,2022-11-17
11264,2022-11-17
11263,2022-11-17
11262,2022-11-17
11266,2022-11-17
11267,2022-11-17
11269,2022-11-17
11268,2022-11-17
11270,2022-11-18
11271,2022-11-18
11272,2022-11-18
11273,2022-11-19
11274,2022-11-19
11275,2022-11-19
11276,2022-11-19
11277,2022-11-19
11279,2022-11-19
11280,2022-11-19
11281,2022-11-19
11282,2022-11-19
11283,2022-11-19
11284,2022-11-19
11285,2022-11-20
11286,2022-11-20
11278,2022-11-19
11287,2022-11-20
11288,2022-11-20
11289,2022-11-20
11290,2022-11-20
11292,2022-11-21
11291,2022-11-20
11294,2022-11-21
11293,2022-11-21
11295,2022-11-21
11296,2022-11-21
11297,2022-11-22
11298,2022-11-22
11299,2022-11-22
11300,2022-11-22
11301,2022-11-22
11303,2022-11-22
11304,2022-11-22
11305,2022-11-23
11302,2022-11-22
11306,2022-11-23
11307,2022-11-23
11308,2022-11-23
11310,2022-11-24
11312,2022-11-24
11313,2022-11-24
11309,2022-11-24
11314,2022-11-24
11315,2022-11-24
11311,2022-11-24
11316,2022-11-24
11317,2022-11-24
11318,2022-11-24
11319,2022-11-24
11320,2022-11-24
11321,2022-11-25
11322,2022-11-26
11323,2022-11-26
11324,2022-11-26
11326,2022-11-26
11325,2022-11-26
11327,2022-11-26
11328,2022-11-26
11329,2022-11-26
11330,2022-11-26
11331,2022-11-26
11332,2022-11-26
11333,2022-11-26
11335,2022-11-26
11334,2022-11-26
11337,2022-11-27
11338,2022-11-27
11339,2022-11-27
11336,2022-11-27
11341,2022-11-27
11340,2022-11-27
11342,2022-11-27
11343,2022-11-27
11346,2022-11-27
11344,2022-11-27
11345,2022-11-27
11347,2022-11-28
11348,2022-11-29
11350,2022-11-29
11349,2022-11-29
11351,2022-11-29
11352,2022-11-29
11353,2022-11-29
11354,2022-11-29
11355,2022-11-29
11356,2022-11-29
11358,2022-11-30
11357,2022-11-29
11359,2022-11-30
11361,2022-12-01
11362,2022-12-01
11360,2022-11-30
11363,2022-12-01
11364,2022-12-01
11366,2022-12-01
11365,2022-12-01
11367,2022-12-01
11368,2022-12-01
11370,2022-12-01
11369,2022-12-01
11372,2022-12-01
11371,2022-12-01
11373,2022-12-01
11375,2022-12-03
11374,2022-12-02
11376,2022-12-03
11377,2022-12-03
11378,2022-12-03
11380,2022-12-03
11382,2022-12-03
11379,2022-12-03
11381,2022-12-03
11383,2022-12-03
11384,2022-12-03
11385,2022-12-03
11386,2022-12-03
11387,2022-12-03
11388,2022-12-03
11389,2022-12-04
11390,2022-12-04
11392,2022-12-04
11391,2022-12-04
11393,2022-12-04
11394,2022-12-04
11395,2022-12-04
11397,2022-12-04
11396,2022-12-04
11398,2022-12-04
11400,2022-12-05
11399,2022-12-04
11401,2022-12-06
11402,2022-12-06
11403,2022-12-06
11407,2022-12-06
11406,2022-12-06
11405,2022-12-06
11404,2022-12-06
11408,2022-12-06
11409,2022-12-07
11411,2022-12-07
11410,2022-12-07
11412,2022-12-08
11414,2022-12-08
11416,2022-12-08
11415,2022-12-08
11413,2022-12-08
11417,2022-12-08
11418,2022-12-08
11419,2022-12-08
11421,2022-12-08
11422,2022-12-08
11420,2022-12-08
11423,2022-12-09
11426,2022-12-10
11424,2022-12-09
11425,2022-12-09
11427,2022-12-10
11428,2022-12-10
11429,2022-12-10
11431,2022-12-10
11433,2022-12-10
11432,2022-12-10
11430,2022-12-10
11435,2022-12-10
11436,2022-12-10
11438,2022-12-11
11437,2022-12-11
11439,2022-12-11
11434,2022-12-10
11440,2022-12-11
11441,2022-12-11
11443,2022-12-11
11442,2022-12-11
11444,2022-12-11
11445,2022-12-11
11446,2022-12-11
11447,2022-12-11
11448,2022-12-11
11449,2022-12-11
11451,2022-12-13
11450,2022-12-12
11452,2022-12-13
11453,2022-12-13
11454,2022-12-13
11455,2022-12-13
11456,2022-12-13
11457,2022-12-13
11458,2022-12-14
11459,2022-12-14
11461,2022-12-14
11462,2022-12-14
11460,2022-12-14
11464,2022-12-15
11463,2022-12-15
11466,2022-12-15
11465,2022-12-15
11468,2022-12-15
11467,2022-12-15
11471,2022-12-15
11472,2022-12-15
11470,2022-12-15
11469,2022-12-15
11475,2022-12-16
11473,2022-12-16
11474,2022-12-16
11476,2022-12-16
11478,2022-12-17
11477,2022-12-17
11481,2022-12-17
11479,2022-12-17
11480,2022-12-17
11482,2022-12-17
11483,2022-12-17
11484,2022-12-17
11485,2022-12-17
11486,2022-12-17
11487,2022-12-17
11488,2022-12-17
11489,2022-12-18
11490,2022-12-18
11492,2022-12-18
11491,2022-12-18
11495,2022-12-18
11494,2022-12-18
11493,2022-12-18
11497,2022-12-18
11496,2022-12-18
11498,2022-12-19
11500,2022-12-19
11499,2022-12-19
11501,2022-12-20
11502,2022-12-20
11503,2022-12-20
11504,2022-12-20
11505,2022-12-20
11507,2022-12-20
11506,2022-12-20
11508,2022-12-20
11509,2022-12-20
11512,2022-12-21
11510,2022-12-21
11517,2022-12-22
11519,2022-12-22
11522,2022-12-22
11523,2022-12-22
11524,2022-12-22
11525,2022-12-22
11526,2022-12-23
11527,2022-12-23
11528,2022-12-24
11529,2022-12-24
11530,2022-12-24
11531,2022-12-24
11532,2022-12-24
11534,2022-12-24
11533,2022-12-24
11535,2022-12-24
11536,2022-12-24
11537,2022-12-24
11538,2022-12-24
11539,2022-12-24
11540,2022-12-24
11541,2022-12-24
11542,2022-12-25
11543,2022-12-25
11544,2022-12-25
11546,2022-12-26
11545,2022-12-26
11511,2022-12-21
11515,2022-12-22
11513,2022-12-21
11547,2022-12-27
11548,2022-12-27
11549,2022-12-27
11550,2022-12-27
11551,2022-12-27
11552,2022-12-27
11553,2022-12-27
11556,2022-12-28
11554,2022-12-28
11560,2022-12-28
11559,2022-12-28
11561,2022-12-28
11562,2022-12-28
11563,2022-12-28
11564,2022-12-29
11565,2022-12-29
11566,2022-12-29
11567,2022-12-29
11568,2022-12-29
11570,2022-12-29
11571,2022-12-29
11572,2022-12-30
11573,2022-12-30
11574,2022-12-30
11575,2022-12-30
11576,2022-12-30
11577,2022-12-30
11555,2022-12-28
11557,2022-12-28
11578,2022-12-31
11579,2022-12-31
11580,2022-12-31
11581,2022-12-31
11582,2022-12-31
11583,2022-12-31
11584,2022-12-31
11586,2022-12-31
11587,2022-12-31
11585,2022-12-31
11588,2023-01-01
11589,2023-01-01
11590,2023-01-01
11514,2022-12-21
11516,2022-12-22
11518,2022-12-22
11592,2023-01-01
11591,2023-01-01
11593,2023-01-01
11521,2022-12-22
11595,2023-01-01
11596,2023-01-02
11569,2022-12-29
11597,2023-01-02
11598,2023-01-02
11594,2023-01-01
11599,2023-01-02
11600,2023-01-03
11601,2023-01-03
11602,2023-01-03
11603,2023-01-03
11608,2023-01-03
11610,2023-01-04
11612,2023-01-04
11613,2023-01-05
11614,2023-01-05
11615,2023-01-05
11616,2023-01-05
11617,2023-01-05
11618,2023-01-05
11619,2023-01-05
11620,2023-01-05
11621,2023-01-05
11622,2023-01-05
11623,2023-01-05
11625,2023-01-06
11626,2023-01-06
11627,2023-01-06
11628,2023-01-06
11629,2023-01-07
11630,2023-01-07
11631,2023-01-07
11605,2023-01-03
11632,2023-01-07
11604,2023-01-03
11609,2023-01-03
11633,2023-01-07
11634,2023-01-07
11635,2023-01-07
11636,2023-01-07
11637,2023-01-07
11638,2023-01-07
11639,2023-01-07
11640,2023-01-07
11641,2023-01-08
11642,2023-01-08
11644,2023-01-08
11643,2023-01-08
11645,2023-01-08
11646,2023-01-08
11647,2023-01-08
11648,2023-01-08
11650,2023-01-09
11649,2023-01-08
11651,2023-01-09
11652,2023-01-09
11653,2023-01-09
11654,2023-01-10
11655,2023-01-10
11656,2023-01-10
11658,2023-01-10
11657,2023-01-10
11659,2023-01-10
11624,2023-01-05
11660,2023-01-11
11661,2023-01-11
11663,2023-01-11
11664,2023-01-11
11665,2023-01-11
11662,2023-01-11
11666,2023-01-11
11667,2023-01-12
11668,2023-01-12
11669,2023-01-12
11670,2023-01-12
11671,2023-01-12
11672,2023-01-12
11673,2023-01-12
11675,2023-01-13
11674,2023-01-12
11676,2023-01-13
11677,2023-01-13
11678,2023-01-13
11679,2023-01-13
11680,2023-01-13
11681,2023-01-14
11682,2023-01-14
11520,2022-12-22
11683,2023-01-14
11685,2023-01-14
11684,2023-01-14
11686,2023-01-14
11687,2023-01-14
11689,2023-01-14
11688,2023-01-14
11690,2023-01-14
11691,2023-01-15
11692,2023-01-15
11693,2023-01-15
11695,2023-01-15
11696,2023-01-15
11748,2023-01-22
11694,2023-01-15
11749,2023-01-22
11751,2023-01-23
11752,2023-01-23
11753,2023-01-23
11750,2023-01-22
11754,2023-01-23
11755,2023-01-24
11756,2023-01-24
11757,2023-01-24
11758,2023-01-24
11760,2023-01-24
11759,2023-01-24
11761,2023-01-24
11762,2023-01-25
11763,2023-01-25
11764,2023-01-25
11765,2023-01-25
11766,2023-01-25
11767,2023-01-25
11769,2023-01-26
11768,2023-01-25
11770,2023-01-26
11771,2023-01-26
11772,2023-01-26
11773,2023-01-26
11775,2023-01-26
11776,2023-01-26
11774,2023-01-26
11777,2023-01-26
11779,2023-01-27
11778,2023-01-26
11780,2023-01-27
11781,2023-01-27
11782,2023-01-27
11783,2023-01-27
11785,2023-01-28
11606,2023-01-03
11784,2023-01-27
11787,2023-01-28
11786,2023-01-28
11788,2023-01-28
11607,2023-01-03
11789,2023-01-28
11790,2023-01-28
11611,2023-01-04
11791,2023-01-28
11792,2023-01-29
11793,2023-01-29
11794,2023-01-29
11795,2023-01-29
11796,2023-01-29
11797,2023-01-29
11798,2023-01-29
11799,2023-01-29
11800,2023-01-29
11801,2023-01-29
11802,2023-01-29
11803,2023-01-30
11804,2023-01-30
11806,2023-01-31
11805,2023-01-31
11807,2023-01-31
11808,2023-01-31
11809,2023-01-31
11810,2023-01-31
11811,2023-01-31
11813,2023-02-01
11812,2023-01-31
11815,2023-02-01
11814,2023-02-01
11816,2023-02-01
11817,2023-02-01
11819,2023-02-02
11820,2023-02-02
11821,2023-02-02
11822,2023-02-02
11823,2023-02-02
11824,2023-02-02
11825,2023-02-02
11826,2023-02-02
11827,2023-02-03
11828,2023-02-03
11830,2023-02-03
11829,2023-02-03
11831,2023-02-03
11832,2023-02-03
11833,2023-02-03
11834,2023-02-04
11835,2023-02-04
11836,2023-02-04
11837,2023-02-04
11838,2023-02-04
11839,2023-02-04
11840,2023-02-04
11842,2023-02-04
11843,2023-02-05
11841,2023-02-04
11844,2023-02-05
11558,2022-12-28
11846,2023-02-05
11848,2023-02-05
11850,2023-02-05
11852,2023-02-05
11853,2023-02-05
11855,2023-02-06
11856,2023-02-06
11857,2023-02-07
11858,2023-02-07
11859,2023-02-07
11860,2023-02-07
11861,2023-02-07
11862,2023-02-07
11863,2023-02-07
11864,2023-02-07
11865,2023-02-08
11866,2023-02-08
11867,2023-02-08
11868,2023-02-08
11869,2023-02-08
11871,2023-02-09
11870,2023-02-08
11872,2023-02-09
11873,2023-02-09
11874,2023-02-09
11875,2023-02-09
11877,2023-02-09
11876,2023-02-09
11878,2023-02-09
11880,2023-02-10
11881,2023-02-10
11882,2023-02-10
11883,2023-02-10
11884,2023-02-11
11879,2023-02-09
11886,2023-02-11
11885,2023-02-11
11887,2023-02-11
11889,2023-02-11
11888,2023-02-11
11890,2023-02-11
11892,2023-02-11
11893,2023-02-11
11894,2023-02-11
11895,2023-02-11
11896,2023-02-12
11897,2023-02-12
11898,2023-02-12
11899,2023-02-12
11900,2023-02-12
11901,2023-02-12
11902,2023-02-12
11903,2023-02-12
11905,2023-02-12
11906,2023-02-14
11907,2023-02-14
11904,2023-02-12
11908,2023-02-14
11909,2023-02-14
11910,2023-02-14
11911,2023-02-14
11845,2023-02-05
11912,2023-02-14
11913,2023-02-14
11849,2023-02-05
11847,2023-02-04
11914,2023-02-14
11915,2023-02-14
11851,2023-02-05
11854,2023-02-05
11917,2023-02-15
11918,2023-02-15
11919,2023-02-15
11920,2023-02-15
11916,2023-02-14
11921,2023-02-15
11922,2023-02-16
11924,2023-02-16
11925,2023-02-16
11926,2023-02-16
11927,2023-02-16
11928,2023-02-16
11930,2023-02-16
11929,2023-02-16
11931,2023-02-16
11932,2023-02-17
11933,2023-02-17
11934,2023-02-17
11937,2023-02-24
11936,2023-02-24
11935,2023-02-24
11923,2023-02-16
11938,2023-02-24
11939,2023-02-24
11940,2023-02-24
11941,2023-02-24
11942,2023-02-24
11944,2023-02-25
11943,2023-02-24
11950,2023-02-25
11951,2023-02-25
11945,2023-02-25
11948,2023-02-25
11946,2023-02-25
11949,2023-02-25
11952,2023-02-25
11953,2023-02-26
11947,2023-02-25
11956,2023-02-26
11954,2023-02-26
11955,2023-02-26
11957,2023-02-26
11958,2023-02-26
11961,2023-02-26
11959,2023-02-26
11962,2023-02-26
11965,2023-02-27
11966,2023-02-27
11968,2023-02-28
11967,2023-02-27
11969,2023-02-28
11971,2023-02-28
11891,2023-02-11
11972,2023-03-01
11973,2023-03-01
11975,2023-03-01
11974,2023-03-01
11976,2023-03-01
11977,2023-03-01
11978,2023-03-01
11979,2023-03-01
11981,2023-03-01
11980,2023-03-01
11983,2023-03-02
11982,2023-03-02
11985,2023-03-02
11987,2023-03-02
11986,2023-03-02
11989,2023-03-02
11988,2023-03-02
11990,2023-03-02
11991,2023-03-03
11992,2023-03-03
11994,2023-03-03
11995,2023-03-04
11996,2023-03-04
11997,2023-03-04
11998,2023-03-04
11993,2023-03-03
11999,2023-03-04
12000,2023-03-04
12001,2023-03-04
12002,2023-03-04
12003,2023-03-04
12004,2023-03-04
12005,2023-03-04
12006,2023-03-05
12007,2023-03-05
12008,2023-03-05
12009,2023-03-05
12010,2023-03-05
12026,2023-03-08
12112,2023-03-19
12114,2023-03-19
12115,2023-03-19
12113,2023-03-19
12116,2023-03-19
12117,2023-03-20
12118,2023-03-20
12119,2023-03-20
12120,2023-03-20
12121,2023-03-20
12122,2023-03-20
12123,2023-03-21
12125,2023-03-21
12124,2023-03-21
12126,2023-03-21
12127,2023-03-21
12129,2023-03-22
12128,2023-03-21
12130,2023-03-22
12131,2023-03-22
12132,2023-03-22
11960,2023-02-26
12134,2023-03-22
11964,2023-02-27
12133,2023-03-22
12135,2023-03-22
11963,2023-02-26
12136,2023-03-23
12137,2023-03-23
11970,2023-02-28
12140,2023-03-23
12142,2023-03-23
12143,2023-03-23
12139,2023-03-23
12141,2023-03-23
12145,2023-03-24
12146,2023-03-24
12148,2023-03-24
12147,2023-03-24
12144,2023-03-24
12138,2023-03-23
12149,2023-03-25
12153,2023-03-25
12152,2023-03-25
12156,2023-03-25
12155,2023-03-25
12157,2023-03-26
12154,2023-03-25
11984,2023-03-02
12159,2023-03-26
12160,2023-03-26
12162,2023-03-26
12163,2023-03-26
12161,2023-03-26
12164,2023-03-26
12166,2023-03-26
12167,2023-03-26
12168,2023-03-26
12169,2023-03-26
12171,2023-03-27
12172,2023-03-27
12173,2023-03-27
12175,2023-03-28
12174,2023-03-28
12176,2023-03-28
12177,2023-03-28
12179,2023-03-28
12180,2023-03-28
12178,2023-03-28
12182,2023-03-29
12181,2023-03-28
12183,2023-03-29
12184,2023-03-29
12185,2023-03-29
12186,2023-03-29
12187,2023-03-29
12188,2023-03-29
12189,2023-03-30
12190,2023-03-30
12191,2023-03-30
12192,2023-03-30
12193,2023-03-30
12194,2023-03-30
12196,2023-03-31
12197,2023-03-31
12199,2023-03-31
12198,2023-03-31
12200,2023-03-31
12201,2023-03-31
12203,2023-03-31
12202,2023-03-31
12204,2023-04-01
12205,2023-04-01
12206,2023-04-01
12207,2023-04-01
12208,2023-04-01
12209,2023-04-01
12210,2023-04-01
12211,2023-04-02
12212,2023-04-02
12213,2023-04-02
12214,2023-04-02
12215,2023-04-02
12216,2023-04-02
12217,2023-04-02
12218,2023-04-02
12219,2023-04-02
12220,2023-04-02
12221,2023-04-02
12151,2023-03-25
12150,2023-03-25
12222,2023-04-03
12223,2023-04-03
12224,2023-04-03
12227,2023-04-04
12158,2023-03-26
12225,2023-04-04
12226,2023-04-04
12228,2023-04-04
12229,2023-04-04
12230,2023-04-05
12231,2023-04-05
12232,2023-04-05
12165,2023-03-26
12233,2023-04-05
12236,2023-04-05
12235,2023-04-05
12234,2023-04-05
12170,2023-03-27
12238,2023-04-05
12239,2023-04-05
12237,2023-04-05
12240,2023-04-05
12242,2023-04-05
12241,2023-04-05
12243,2023-04-06
12244,2023-04-06
12248,2023-04-07
12250,2023-04-07
12245,2023-04-06
12252,2023-04-07
12249,2023-04-07
12254,2023-04-07
12255,2023-04-07
12256,2023-04-07
12257,2023-04-08
12258,2023-04-08
12259,2023-04-08
12260,2023-04-08
12261,2023-04-08
12262,2023-04-08
12263,2023-04-08
12265,2023-04-09
12264,2023-04-08
12266,2023-04-09
12267,2023-04-09
12268,2023-04-09
12195,2023-03-30
12270,2023-04-09
12269,2023-04-09
12271,2023-04-09
12272,2023-04-09
12273,2023-04-09
12274,2023-04-09
12275,2023-04-09
12276,2023-04-09
12277,2023-04-09
12278,2023-04-09
12279,2023-04-09
12367,2023-04-11
12368,2023-04-12
12369,2023-04-12
12370,2023-04-13
12371,2023-04-15
12372,2023-04-15
12373,2023-04-16
12374,2023-04-17
12375,2023-04-15
12376,2023-04-16
12377,2023-04-14
12378,2023-04-15
12379,2023-04-17
12383,2023-04-19
12382,2023-04-18
12384,2023-04-19
12385,2023-04-20
12387,2023-04-21
12386,2023-04-21
12388,2023-04-21
12389,2023-04-22
12390,2023-04-22
12391,2023-04-22
12392,2023-04-23
12394,2023-04-23
12393,2023-04-23
12395,2023-04-23
12396,2023-04-25
12399,2023-04-25
12398,2023-04-26
12400,2023-04-26
12402,2023-04-26
12404,2023-04-28
12401,2023-04-27
12406,2023-04-29
12407,2023-04-29
12413,2023-04-30
12415,2023-04-16
12416,2023-04-17
12253,2023-04-07
12418,2023-04-20
12417,2023-04-20
12419,2023-04-22
12420,2023-04-22
12421,2023-04-24
12423,2023-04-26
12422,2023-04-24
12424,2023-04-27
12429,2023-04-30
12430,2023-05-02
12432,2023-05-08
12433,2023-05-10
12431,2023-05-06
12434,2023-05-12
12436,2023-04-30
12437,2023-05-02
12438,2023-05-06
12440,2023-05-10
12439,2023-05-08
12441,2023-05-12
12443,2023-05-01
12444,2023-05-04
12445,2023-05-05
12446,2023-05-07
12447,2023-05-09
12448,2023-05-11
12450,2023-05-03
12449,2023-05-14
12451,2023-05-05
12452,2023-05-07
12453,2023-05-09
12454,2023-05-11
12455,2023-05-13
12457,2023-05-17
12458,2023-05-19
12464,2023-05-18
12459,2023-05-21
12460,2023-05-23
12380,2023-04-18
12381,2023-04-18
12466,2023-05-22
12465,2023-05-20
12468,2023-05-26
12467,2023-05-24
12469,2023-05-28
12470,2023-05-30
12471,2023-06-02
12472,2023-06-05
12473,2023-06-08
12475,2023-06-13
13780,2023-01-15
12474,2023-06-10
13783,2023-01-15
13782,2023-01-15
13784,2023-01-16
13781,2023-01-15
13785,2023-01-16
13786,2023-01-16
13787,2023-01-16
13789,2023-01-16
13788,2023-01-16
13791,2023-01-16
13790,2023-01-16
13793,2023-01-16
13792,2023-01-16
13794,2023-01-16
13795,2023-01-16
13796,2023-01-17
13797,2023-01-18
13799,2023-01-18
13800,2023-01-18
13798,2023-01-18
13801,2023-01-19
13803,2023-01-19
13804,2023-01-19
13805,2023-01-19
13807,2023-01-19
13806,2023-01-19
13808,2023-01-19
13809,2023-01-19
13810,2023-01-19
13811,2023-01-20
13812,2023-01-20
13814,2023-01-20
13815,2023-01-21
13817,2023-01-21
13818,2023-01-21
13816,2023-01-21
13819,2023-01-21
13820,2023-01-21
13821,2023-01-21
13822,2023-01-21
13823,2023-01-21
13824,2023-01-21
13825,2023-01-22
13826,2023-01-22
13827,2023-01-22
13828,2023-01-22
13829,2023-01-22
13830,2023-01-22
13832,2023-03-05
13833,2023-03-05
13834,2023-03-05
13835,2023-03-05
13836,2023-03-06
13837,2023-03-06
13831,2023-03-05
13838,2023-03-06
13839,2023-03-06
13840,2023-03-06
13841,2023-03-07
13843,2023-03-07
13842,2023-03-07
13844,2023-03-07
13845,2023-03-07
13846,2023-03-08
12246,2023-04-06
13848,2023-03-08
13847,2023-03-08
13849,2023-03-08
12247,2023-04-06
13850,2023-03-08
13851,2023-03-08
13852,2023-03-08
13853,2023-03-08
13854,2023-03-09
12251,2023-04-07
13857,2023-03-09
13859,2023-03-09
13858,2023-03-09
13860,2023-03-09
13861,2023-03-10
13862,2023-03-10
13863,2023-03-10
13864,2023-03-10
13865,2023-03-10
13866,2023-03-10
13867,2023-03-11
13868,2023-03-11
13870,2023-03-11
13869,2023-03-11
13871,2023-03-11
13872,2023-03-11
13873,2023-03-11
13874,2023-03-12
13877,2023-03-12
13876,2023-03-12
13878,2023-03-12
13879,2023-03-12
13802,2023-01-19
13875,2023-03-12
13880,2023-03-12
13882,2023-03-12
13881,2023-03-12
13885,2023-03-12
13884,2023-03-12
13883,2023-03-12
13886,2023-03-12
13887,2023-03-12
13813,2023-01-20
13889,2023-03-13
13890,2023-03-13
13893,2023-03-14
13894,2023-03-14
13895,2023-03-14
13896,2023-03-14
13888,2023-03-13
13897,2023-03-14
13899,2023-03-15
13900,2023-03-15
13901,2023-03-15
13903,2023-03-15
13902,2023-03-15
13904,2023-03-15
13906,2023-03-16
13907,2023-03-16
13908,2023-03-16
13905,2023-03-15
13909,2023-03-16
13910,2023-03-16
13912,2023-03-16
13911,2023-03-16
13913,2023-03-16
13914,2023-03-17
13917,2023-03-17
13916,2023-03-17
13918,2023-03-17
13915,2023-03-17
13919,2023-03-18
13920,2023-03-18
13921,2023-03-18
13923,2023-03-18
13922,2023-03-18
13924,2023-03-18
13925,2023-03-18
13927,2023-03-18
13928,2023-03-19
13926,2023-03-18
13929,2023-03-19
13855,2023-03-09
13856,2023-03-09
13931,2023-03-19
13930,2023-03-19
12478,2023-10-07
12479,2023-10-08
12480,2023-10-08
12481,2023-10-08
12482,2023-10-08
12485,2023-10-09
12484,2023-10-09
12486,2023-10-09
12487,2023-10-10
12488,2023-10-10
12490,2023-10-10
12491,2023-10-10
12492,2023-10-11
