Date,Home,Away,OU,Spread,ML_Home,ML_Away,Points,Win_Margin,Days_Rest_Home,Days_Rest_Away
2023-24-0112,Memphis Grizzlies,Los Angeles Clippers,223.5,-8.5,270,-340,247,-9,3,2
2023-24-0112,San Antonio Spurs,Charlotte Hornets,237.0,3.0,-142,120,234,36,2,2
2023-24-0112,Chicago Bulls,Golden State Warriors,229.0,3.0,-142,120,271,-9,2,2
2023-24-0112,Miami Heat,Orlando Magic,219.0,1.5,-118,-102,195,3,2,3
2023-24-0112,Minnesota Timberwolves,Portland Trail Blazers,220.0,16.0,-1450,850,209,23,2,1
2023-24-0112,Utah Jazz,Toronto Raptors,241.5,1.5,-130,100,258,32,2,2
2023-24-0112,Denver Nuggets,New Orleans Pelicans,230.5,5.5,-230,190,238,12,2,2
2023-24-0113,Boston Celtics,Houston Rockets,226.5,15.0,-1100,700,258,32,2,1
2023-24-0113,Atlanta Hawks,Washington Wizards,247.5,8.0,-355,280,226,-28,1,3
2023-24-0113,Memphis Grizzlies,New York Knicks,220.0,-11.0,410,-550,200,-12,1,2
2023-24-0113,Oklahoma City Thunder,Orlando Magic,232.0,11.5,-625,455,212,12,2,1
2023-24-0113,Milwaukee Bucks,Golden State Warriors,240.5,13.5,-1000,650,247,11,2,1
2023-24-0113,San Antonio Spurs,Chicago Bulls,229.5,-6.5,210,-280,238,-6,1,1
2023-24-0113,Dallas Mavericks,New Orleans Pelicans,227.5,5.5,-238,180,226,-10,2,1
2023-24-0113,Utah Jazz,Los Angeles Lakers,237.5,3.0,-148,124,257,7,1,2
2023-24-0114,Denver Nuggets,Indiana Pacers,240.5,10.5,-535,400,226,8,2,2
2023-24-0114,Miami Heat,Charlotte Hornets,225.0,8.5,-375,295,191,17,2,2
2023-24-0114,Minnesota Timberwolves,Los Angeles Clippers,224.0,-1.0,-110,-110,214,4,2,2
2023-24-0114,Milwaukee Bucks,Sacramento Kings,245.5,4.0,-175,145,285,1,1,2
2023-24-0114,Portland Trail Blazers,Phoenix Suns,234.0,-14.0,675,-1050,243,-11,2,3
2023-24-0115,Philadelphia 76ers,Houston Rockets,228.5,8.5,-360,285,239,9,3,2
2023-24-0115,Dallas Mavericks,New Orleans Pelicans,236.5,-4.5,160,-192,245,5,2,2
2023-24-0115,Washington Wizards,Detroit Pistons,238.5,5.5,-245,185,246,-12,2,3
2023-24-0115,New York Knicks,Orlando Magic,217.5,5.5,-220,170,192,-4,2,2
2023-24-0115,Atlanta Hawks,San Antonio Spurs,246.0,8.5,-355,280,208,10,2,2
2023-24-0115,Memphis Grizzlies,Golden State Warriors,226.5,-7.5,245,-298,223,9,2,2
2023-24-0115,Cleveland Cavaliers,Chicago Bulls,222.5,4.0,-175,145,200,18,4,2
2023-24-0115,Toronto Raptors,Boston Celtics,238.5,-6.5,210,-280,201,-9,3,2
2023-24-0115,Brooklyn Nets,Miami Heat,220.5,0.5,-115,-115,191,-1,4,1
2023-24-0115,Utah Jazz,Indiana Pacers,245.5,6.5,-270,200,237,27,2,1
2023-24-0115,Los Angeles Lakers,Oklahoma City Thunder,243.0,-2.5,120,-142,217,7,2,2
2023-24-0116,Philadelphia 76ers,Denver Nuggets,232.5,1.5,-135,105,247,5,1,2
2023-24-0116,Phoenix Suns,Sacramento Kings,243.5,4.5,-190,145,236,2,2,2
2023-24-0116,Los Angeles Clippers,Oklahoma City Thunder,240.5,6.5,-270,200,245,11,2,1
2023-24-0117,Detroit Pistons,Minnesota Timberwolves,223.5,-12.5,450,-720,241,-7,2,3
2023-24-0117,Atlanta Hawks,Orlando Magic,225.5,4.5,-175,135,210,2,2,2
2023-24-0117,Toronto Raptors,Miami Heat,226.0,-3.0,130,-155,218,24,2,2
2023-24-0117,Cleveland Cavaliers,Milwaukee Bucks,236.5,2.5,-135,105,230,40,2,3
2023-24-0117,Boston Celtics,San Antonio Spurs,237.5,12.5,-750,470,215,19,2,2
2023-24-0117,New York Knicks,Houston Rockets,222.5,8.5,-345,250,203,15,2,2
2023-24-0117,New Orleans Pelicans,Charlotte Hornets,230.5,11.5,-660,420,244,20,2,3
2023-24-0117,Los Angeles Lakers,Dallas Mavericks,244.5,3.0,-155,130,237,17,2,2
2023-24-0117,Portland Trail Blazers,Brooklyn Nets,222.0,-5.5,170,-205,208,2,3,2
2023-24-0118,Toronto Raptors,Chicago Bulls,228.5,-1.5,110,-140,226,-6,1,3
2023-24-0118,New York Knicks,Washington Wizards,233.5,12.0,-675,490,222,4,1,3
2023-24-0118,Utah Jazz,Oklahoma City Thunder,246.0,-3.0,120,-142,263,-5,3,2
2023-24-0118,Minnesota Timberwolves,Memphis Grizzlies,214.5,12.0,-750,525,221,15,1,3
2023-24-0118,Sacramento Kings,Indiana Pacers,244.5,8.5,-360,260,247,-5,2,3
2023-24-0119,Charlotte Hornets,San Antonio Spurs,236.5,4.5,-200,154,244,4,2,2
2023-24-0119,Orlando Magic,Philadelphia 76ers,222.5,-5.5,165,-215,233,-15,2,3
2023-24-0119,Boston Celtics,Denver Nuggets,233.0,7.0,-285,230,202,-2,2,3
2023-24-0119,New Orleans Pelicans,Phoenix Suns,237.0,2.5,-142,120,232,-14,2,3
2023-24-0119,Miami Heat,Atlanta Hawks,221.5,7.0,-278,225,217,-1,2,2
2023-24-0119,Portland Trail Blazers,Indiana Pacers,236.5,-7.5,240,-330,233,3,2,1
2023-24-0119,Los Angeles Lakers,Brooklyn Nets,226.5,7.5,-280,210,242,-18,2,2
2023-24-0120,Detroit Pistons,Milwaukee Bucks,245.5,-13.5,550,-920,276,-6,3,3
2023-24-0120,Charlotte Hornets,Philadelphia 76ers,227.0,-12.0,470,-650,186,-8,1,1
2023-24-0120,Washington Wizards,San Antonio Spurs,242.5,2.0,-130,110,258,-4,2,1
2023-24-0120,Atlanta Hawks,Cleveland Cavaliers,235.5,-4.5,154,-200,211,-21,1,3
2023-24-0120,New York Knicks,Toronto Raptors,227.5,8.5,-410,290,226,26,2,2
2023-24-0120,Chicago Bulls,Memphis Grizzlies,215.0,7.5,-330,240,221,29,2,2
2023-24-0120,Houston Rockets,Utah Jazz,235.0,2.0,-130,110,253,1,3,2
2023-24-0120,Minnesota Timberwolves,Oklahoma City Thunder,229.5,3.0,-142,120,199,-5,2,2
2023-24-0121,Los Angeles Clippers,Brooklyn Nets,227.5,10.0,-485,370,239,11,5,2
2023-24-0121,Washington Wizards,Denver Nuggets,238.0,-12.5,575,-850,217,-9,1,2
2023-24-0121,Orlando Magic,Miami Heat,213.5,1.0,-118,-102,192,18,2,2
2023-24-0121,Houston Rockets,Boston Celtics,226.5,-11.0,490,-675,223,-9,1,2
2023-24-0121,Phoenix Suns,Indiana Pacers,246.5,7.5,-315,230,227,7,2,2
2023-24-0121,Los Angeles Lakers,Portland Trail Blazers,226.5,10.5,-560,370,244,24,2,2
2023-24-0122,Orlando Magic,Cleveland Cavaliers,215.0,-2.5,120,-142,225,-27,1,2
2023-24-0122,Detroit Pistons,Milwaukee Bucks,247.5,-12.5,500,-810,235,-9,2,2
2023-24-0122,Philadelphia 76ers,San Antonio Spurs,237.5,13.5,-950,625,256,10,2,2
2023-24-0122,Toronto Raptors,Memphis Grizzlies,226.5,7.5,-315,230,208,-8,2,2
2023-24-0122,Minnesota Timberwolves,Charlotte Hornets,223.5,15.5,-1450,750,253,-3,2,2
2023-24-0122,Dallas Mavericks,Boston Celtics,240.5,1.5,-120,-110,229,-9,5,1
2023-24-0122,Phoenix Suns,Chicago Bulls,228.5,5.0,-205,170,228,2,1,2
2023-24-0122,Sacramento Kings,Atlanta Hawks,238.0,8.5,-345,275,229,15,4,2
2023-24-0123,Indiana Pacers,Denver Nuggets,238.5,-6.5,195,-260,223,-5,2,2
2023-24-0123,Brooklyn Nets,New York Knicks,223.0,-3.5,136,-162,211,-5,2,3
2023-24-0123,New Orleans Pelicans,Utah Jazz,235.5,5.5,-215,165,277,29,4,3
2023-24-0123,Oklahoma City Thunder,Portland Trail Blazers,234.5,14.5,-1050,600,220,2,3,2
2023-24-0123,Los Angeles Clippers,Los Angeles Lakers,232.5,10.5,-520,350,243,11,2,2
2023-24-0124,Detroit Pistons,Charlotte Hornets,229.5,3.5,-160,124,219,7,2,2
2023-24-0124,Washington Wizards,Minnesota Timberwolves,227.5,-7.5,250,-345,225,-11,3,2
2023-24-0124,Miami Heat,Memphis Grizzlies,215.0,11.5,-625,455,201,-9,3,2
2023-24-0124,Milwaukee Bucks,Cleveland Cavaliers,237.5,7.0,-265,215,242,10,2,2
2023-24-0124,Houston Rockets,Portland Trail Blazers,219.5,10.0,-455,350,268,-6,3,1
2023-24-0124,Dallas Mavericks,Phoenix Suns,241.5,-2.5,114,-135,241,-23,2,2
2023-24-0124,San Antonio Spurs,Oklahoma City Thunder,241.0,-9.0,310,-395,254,-26,2,1
2023-24-0124,Golden State Warriors,Atlanta Hawks,235.0,6.5,-238,195,246,22,9,2
2023-24-0125,Washington Wizards,Utah Jazz,245.5,-5.5,175,-230,231,-15,1,2
2023-24-0125,Indiana Pacers,Philadelphia 76ers,240.5,-3.5,124,-160,256,12,2,3
2023-24-0125,New York Knicks,Denver Nuggets,223.5,-2.5,114,-145,206,38,2,2
2023-24-0125,Miami Heat,Boston Celtics,225.0,-8.5,275,-345,253,-33,1,3
2023-24-0125,Brooklyn Nets,Minnesota Timberwolves,218.5,-4.0,142,-170,190,-2,2,1
2023-24-0125,Golden State Warriors,Sacramento Kings,244.0,-1.0,100,-120,267,-1,1,3
2023-24-0125,Los Angeles Lakers,Chicago Bulls,229.0,6.0,-238,195,273,9,2,3
2023-24-0126,Indiana Pacers,Phoenix Suns,243.5,-4.5,165,-215,264,2,1,2
2023-24-0126,Charlotte Hornets,Houston Rockets,223.5,-4.5,160,-210,242,-34,2,2
2023-24-0126,Atlanta Hawks,Dallas Mavericks,246.5,2.0,-135,114,291,-5,2,2
2023-24-0126,Toronto Raptors,Los Angeles Clippers,237.5,-8.5,250,-345,234,-20,4,3
2023-24-0126,New Orleans Pelicans,Oklahoma City Thunder,237.5,-1.0,102,-122,190,-24,3,2
2023-24-0126,Memphis Grizzlies,Orlando Magic,212.0,-6.0,190,-230,213,1,2,4
2023-24-0126,Milwaukee Bucks,Cleveland Cavaliers,238.5,5.5,-218,180,212,-12,2,2
2023-24-0126,San Antonio Spurs,Portland Trail Blazers,231.5,5.0,-198,164,216,16,2,2
2023-24-0127,Detroit Pistons,Washington Wizards,240.5,3.5,-162,136,222,-14,3,2
2023-24-0127,New York Knicks,Miami Heat,220.5,4.5,-192,160,234,16,2,2
2023-24-0127,Denver Nuggets,Philadelphia 76ers,223.5,12.5,-750,525,216,6,2,2
2023-24-0127,Brooklyn Nets,Houston Rockets,222.5,4.5,-195,150,210,2,2,1
2023-24-0127,Charlotte Hornets,Utah Jazz,231.0,-10.0,360,-470,256,-12,1,2
2023-24-0127,Boston Celtics,Los Angeles Clippers,232.0,7.0,-270,220,211,-19,2,1
2023-24-0127,Milwaukee Bucks,New Orleans Pelicans,242.5,3.5,-175,135,258,24,1,1
2023-24-0127,San Antonio Spurs,Minnesota Timberwolves,228.0,-10.5,390,-520,225,1,1,2
2023-24-0127,Golden State Warriors,Los Angeles Lakers,245.5,1.5,-125,105,289,-1,2,2
2023-24-0127,Dallas Mavericks,Sacramento Kings,245.5,-4.0,154,-185,235,-5,1,2
2023-24-0128,Detroit Pistons,Oklahoma City Thunder,234.5,-12.5,450,-720,224,16,1,2
2023-24-0128,Indiana Pacers,Memphis Grizzlies,229.5,7.5,-270,200,226,6,2,2
2023-24-0128,Atlanta Hawks,Toronto Raptors,239.5,6.5,-258,210,251,1,2,2
2023-24-0128,Orlando Magic,Phoenix Suns,226.5,-1.5,-110,-120,211,15,2,2
2023-24-0128,Portland Trail Blazers,Chicago Bulls,222.5,-6.0,180,-218,200,-8,2,3
2023-24-0129,Charlotte Hornets,New York Knicks,218.5,-9.5,310,-445,205,-21,2,2
2023-24-0129,Cleveland Cavaliers,Los Angeles Clippers,226.5,-2.5,100,-130,226,10,3,2
2023-24-0129,Brooklyn Nets,Utah Jazz,236.5,0.5,-110,-120,261,33,2,2
2023-24-0129,Boston Celtics,New Orleans Pelicans,234.5,9.5,-425,300,230,6,2,2
2023-24-0129,Miami Heat,Phoenix Suns,230.5,2.5,-140,110,223,-13,2,1
2023-24-0129,Memphis Grizzlies,Sacramento Kings,223.5,-11.0,400,-535,197,-9,1,2
2023-24-0129,Oklahoma City Thunder,Minnesota Timberwolves,224.5,2.5,-135,105,208,-6,1,2
2023-24-0129,Houston Rockets,Los Angeles Lakers,235.5,-1.5,-110,-120,254,16,2,2
2023-24-0129,San Antonio Spurs,Washington Wizards,241.5,3.5,-162,136,231,-5,2,2
2023-24-0129,Dallas Mavericks,Orlando Magic,227.5,3.5,-166,130,260,2,2,1
2023-24-0129,Denver Nuggets,Milwaukee Bucks,237.5,4.5,-195,150,220,6,2,2
2023-24-0129,Portland Trail Blazers,Philadelphia 76ers,221.5,-5.0,180,-218,234,26,1,2
2023-24-0130,New York Knicks,Utah Jazz,229.0,3.0,-142,120,221,15,1,1
2023-24-0130,Atlanta Hawks,Los Angeles Lakers,247.5,4.5,-180,140,260,16,2,1
2023-24-0130,Boston Celtics,Indiana Pacers,245.5,8.5,-330,240,253,5,1,2
2023-24-0130,Chicago Bulls,Toronto Raptors,227.0,7.0,-285,230,225,-11,2,2
2023-24-0130,Golden State Warriors,Philadelphia 76ers,233.0,2.0,-135,114,226,12,3,1
2023-24-0131,Cleveland Cavaliers,Detroit Pistons,231.5,13.5,-920,550,249,7,2,3
2023-24-0131,Charlotte Hornets,Chicago Bulls,213.5,-5.5,175,-230,227,-7,2,1
2023-24-0131,Washington Wizards,Los Angeles Clippers,238.5,-8.5,260,-360,234,-16,2,2
2023-24-0131,Miami Heat,Sacramento Kings,227.5,2.5,-140,110,221,9,2,2
2023-24-0131,San Antonio Spurs,Orlando Magic,226.0,-6.0,205,-250,206,-10,2,2
2023-24-0131,Houston Rockets,New Orleans Pelicans,231.0,1.5,-115,-105,209,-11,2,2
2023-24-0131,Minnesota Timberwolves,Dallas Mavericks,221.0,13.0,-850,575,208,34,2,2
2023-24-0131,Oklahoma City Thunder,Denver Nuggets,222.0,6.0,-218,180,205,5,2,2
2023-24-0131,Brooklyn Nets,Phoenix Suns,232.5,-3.5,140,-180,256,-16,2,2
2023-24-0131,Portland Trail Blazers,Milwaukee Bucks,237.5,-10.5,390,-520,235,3,2,2
2023-24-0201,New York Knicks,Indiana Pacers,235.5,1.5,-130,100,214,4,2,2
2023-24-0201,Boston Celtics,Los Angeles Lakers,237.5,15.5,-1450,850,219,-9,2,2
2023-24-0201,Memphis Grizzlies,Cleveland Cavaliers,214.5,-8.5,280,-395,209,-7,3,1
2023-24-0201,Utah Jazz,Philadelphia 76ers,242.5,3.5,-175,135,251,-3,2,2
2023-24-0202,Detroit Pistons,Los Angeles Clippers,239.5,-12.0,490,-675,261,-11,2,2
2023-24-0202,Washington Wizards,Miami Heat,228.0,-7.5,260,-325,212,-8,2,2
2023-24-0202,Indiana Pacers,Sacramento Kings,250.5,-4.5,145,-190,255,-11,1,2
2023-24-0202,Atlanta Hawks,Phoenix Suns,252.5,-4.5,154,-200,249,9,3,2
2023-24-0202,Minnesota Timberwolves,Orlando Magic,213.5,6.5,-265,215,214,-2,2,2
2023-24-0202,San Antonio Spurs,New Orleans Pelicans,233.5,-8.5,270,-340,227,-1,2,2
2023-24-0202,Houston Rockets,Toronto Raptors,233.0,4.0,-180,150,241,29,2,3
2023-24-0202,Memphis Grizzlies,Golden State Warriors,225.5,-7.5,240,-298,222,-20,1,3
2023-24-0202,Oklahoma City Thunder,Charlotte Hornets,224.5,15.5,-1300,700,232,20,2,2
2023-24-0202,Denver Nuggets,Portland Trail Blazers,220.5,14.5,-1150,650,228,12,2,2
2023-24-0203,Philadelphia 76ers,Brooklyn Nets,230.5,1.5,-130,100,257,-15,2,3
2023-24-0203,Atlanta Hawks,Golden State Warriors,245.5,2.5,-125,-105,275,7,1,1
2023-24-0203,Chicago Bulls,Sacramento Kings,228.5,1.0,-115,-105,238,-8,3,1
2023-24-0203,San Antonio Spurs,Cleveland Cavaliers,232.5,-10.5,325,-475,218,-16,1,2
2023-24-0203,New York Knicks,Los Angeles Lakers,226.0,2.0,-130,110,218,-8,2,2
2023-24-0203,Dallas Mavericks,Milwaukee Bucks,246.5,-3.5,140,-166,246,-12,3,3
2023-24-0204,Detroit Pistons,Orlando Magic,229.5,-7.5,230,-315,210,-12,2,2
2023-24-0204,Washington Wizards,Phoenix Suns,239.5,-11.5,390,-600,252,-28,2,2
2023-24-0204,Boston Celtics,Memphis Grizzlies,218.5,19.5,-2100,1000,222,40,3,2
2023-24-0204,Charlotte Hornets,Indiana Pacers,236.5,-11.5,420,-660,214,-16,2,2
2023-24-0204,Miami Heat,Los Angeles Clippers,223.5,-5.0,180,-218,198,-8,2,2
2023-24-0204,Minnesota Timberwolves,Houston Rockets,221.5,7.5,-330,240,201,21,2,2
2023-24-0204,Oklahoma City Thunder,Toronto Raptors,237.5,7.5,-330,240,262,8,2,2
2023-24-0204,Utah Jazz,Milwaukee Bucks,249.5,2.5,-145,114,231,15,3,1
2023-24-0204,Denver Nuggets,Portland Trail Blazers,220.5,15.5,-1300,700,215,9,2,2
2023-24-0205,Philadelphia 76ers,Dallas Mavericks,241.5,-2.5,110,-140,220,-16,2,2
2023-24-0205,Charlotte Hornets,Los Angeles Lakers,228.5,-14.5,600,-1050,242,-6,1,2
2023-24-0205,Cleveland Cavaliers,Sacramento Kings,235.5,4.5,-215,165,246,26,2,2
2023-24-0205,Atlanta Hawks,Los Angeles Clippers,247.5,-3.5,135,-175,293,-5,2,1
2023-24-0205,Brooklyn Nets,Golden State Warriors,239.5,1.5,-125,-105,207,-11,2,2
2023-24-0205,New Orleans Pelicans,Toronto Raptors,232.5,10.5,-520,390,238,38,3,1
2023-24-0206,Indiana Pacers,Houston Rockets,243.5,7.5,-345,250,261,3,2,2
2023-24-0206,New York Knicks,Memphis Grizzlies,212.5,13.5,-950,625,236,10,3,2
2023-24-0206,Miami Heat,Orlando Magic,213.5,3.5,-166,130,216,26,2,2
2023-24-0206,Brooklyn Nets,Dallas Mavericks,233.5,-3.5,130,-166,226,-12,1,1
2023-24-0206,Chicago Bulls,Minnesota Timberwolves,216.5,-4.5,164,-198,252,6,3,2
2023-24-0206,Utah Jazz,Oklahoma City Thunder,235.5,-2.5,120,-150,241,7,2,2
2023-24-0206,Phoenix Suns,Milwaukee Bucks,239.5,5.5,-220,170,220,8,2,2
2023-24-0207,Washington Wizards,Cleveland Cavaliers,231.5,-11.5,390,-600,220,-8,3,2
2023-24-0207,Charlotte Hornets,Toronto Raptors,227.5,-6.5,220,-298,240,-6,2,2
2023-24-0207,Boston Celtics,Atlanta Hawks,241.5,11.5,-620,400,242,8,3,2
2023-24-0207,Miami Heat,San Antonio Spurs,227.5,7.5,-330,240,220,12,1,4
2023-24-0207,Philadelphia 76ers,Golden State Warriors,236.5,-3.5,135,-175,231,-23,2,2
2023-24-0207,Los Angeles Clippers,New Orleans Pelicans,234.5,5.0,-205,170,223,-11,2,2
2023-24-0207,Sacramento Kings,Detroit Pistons,238.5,13.5,-900,600,253,-13,2,3
2023-24-0208,Orlando Magic,San Antonio Spurs,224.5,10.5,-485,370,238,16,2,1
2023-24-0208,Indiana Pacers,Golden State Warriors,248.5,5.5,-205,170,240,-22,2,1
2023-24-0208,Brooklyn Nets,Cleveland Cavaliers,224.0,-7.5,245,-305,213,-23,2,1
2023-24-0208,New York Knicks,Dallas Mavericks,224.5,-7.5,250,-345,230,-14,2,2
2023-24-0208,Milwaukee Bucks,Minnesota Timberwolves,222.5,-2.5,110,-140,234,-24,2,2
2023-24-0208,Memphis Grizzlies,Chicago Bulls,215.5,-5.5,180,-238,228,-8,2,2
2023-24-0208,Phoenix Suns,Utah Jazz,242.5,6.5,-270,200,244,14,2,2
2023-24-0208,Los Angeles Lakers,Denver Nuggets,230.5,-2.5,120,-150,220,-8,3,4
2023-24-0208,Portland Trail Blazers,Detroit Pistons,226.0,4.5,-180,150,250,-6,4,1
2023-24-0209,Philadelphia 76ers,Atlanta Hawks,244.5,-3.5,135,-175,248,-6,2,2
2023-24-0209,Boston Celtics,Washington Wizards,238.5,18.5,-2100,1000,262,4,2,2
2023-24-0209,Toronto Raptors,Houston Rockets,235.5,2.5,-150,120,211,3,2,3
2023-24-0209,Milwaukee Bucks,Charlotte Hornets,229.0,16.0,-1800,1000,204,36,1,2
2023-24-0209,Sacramento Kings,Denver Nuggets,230.5,3.0,-155,130,241,29,2,1
2023-24-0209,Los Angeles Lakers,New Orleans Pelicans,237.5,-2.5,114,-135,261,17,1,2
2023-24-0210,Dallas Mavericks,Oklahoma City Thunder,238.5,1.5,-130,100,257,35,2,4
2023-24-0210,Los Angeles Clippers,Detroit Pistons,236.0,17.0,-1650,950,218,6,3,2
2023-24-0210,Brooklyn Nets,San Antonio Spurs,232.0,6.0,-225,185,226,20,2,2
2023-24-0210,Charlotte Hornets,Memphis Grizzlies,216.0,-5.5,170,-205,221,9,1,2
2023-24-0210,Orlando Magic,Chicago Bulls,218.0,5.0,-205,170,222,6,2,2
2023-24-0210,Washington Wizards,Philadelphia 76ers,243.0,-5.5,180,-218,232,-6,1,1
2023-24-0210,New York Knicks,Indiana Pacers,237.5,-2.5,120,-142,236,-14,2,2
2023-24-0210,Atlanta Hawks,Houston Rockets,241.0,7.0,-278,225,235,9,1,1
2023-24-0210,Toronto Raptors,Cleveland Cavaliers,230.0,-8.5,300,-380,214,-24,1,2
2023-24-0210,Golden State Warriors,Phoenix Suns,242.0,-1.5,102,-122,225,1,2,2
2023-24-0210,Portland Trail Blazers,New Orleans Pelicans,219.5,-8.5,280,-395,177,-9,2,1
2023-24-0211,Miami Heat,Boston Celtics,225.0,-8.0,245,-305,216,-4,4,2
2023-24-0211,Oklahoma City Thunder,Sacramento Kings,240.0,3.5,-162,136,240,14,1,2
2023-24-0212,Cleveland Cavaliers,Philadelphia 76ers,230.5,11.5,-620,400,244,-2,2,2
2023-24-0212,Charlotte Hornets,Indiana Pacers,240.5,-10.5,360,-540,213,9,2,2
2023-24-0212,Toronto Raptors,San Antonio Spurs,236.5,5.5,-250,190,221,-23,2,2
2023-24-0212,Atlanta Hawks,Chicago Bulls,240.5,4.5,-215,165,262,-10,2,2
2023-24-0212,Milwaukee Bucks,Denver Nuggets,230.0,1.0,-120,100,207,17,3,3
2023-24-0212,Memphis Grizzlies,New Orleans Pelicans,223.5,-9.5,340,-500,183,-9,2,2
2023-24-0212,Houston Rockets,New York Knicks,224.5,0.5,-120,-110,208,2,2,2
2023-24-0212,Dallas Mavericks,Washington Wizards,246.5,11.5,-720,450,216,8,2,2
2023-24-0212,Utah Jazz,Golden State Warriors,243.5,1.5,-125,-105,236,-22,4,2
2023-24-0212,Los Angeles Clippers,Minnesota Timberwolves,223.5,4.5,-200,154,221,-21,2,4
2023-24-0213,Brooklyn Nets,Boston Celtics,226.5,-8.0,270,-340,228,-8,3,2
2023-24-0213,Orlando Magic,Oklahoma City Thunder,223.0,-3.0,120,-142,240,-14,3,2
2023-24-0213,Milwaukee Bucks,Miami Heat,223.5,7.0,-298,240,220,-26,1,2
2023-24-0213,Portland Trail Blazers,Minnesota Timberwolves,213.5,-8.5,285,-360,230,-12,3,1
2023-24-0213,Phoenix Suns,Sacramento Kings,245.0,4.5,-185,154,255,5,3,2
2023-24-0213,Los Angeles Lakers,Detroit Pistons,244.5,12.0,-650,470,236,14,4,3
2023-24-0214,Philadelphia 76ers,Miami Heat,226.5,2.5,-150,120,213,-5,2,1
2023-24-0214,Charlotte Hornets,Atlanta Hawks,237.5,-7.5,230,-315,221,23,2,2
2023-24-0214,Orlando Magic,New York Knicks,210.5,3.0,-162,136,218,18,1,2
2023-24-0214,Boston Celtics,Brooklyn Nets,226.5,11.5,-660,420,222,50,1,1
2023-24-0214,Toronto Raptors,Indiana Pacers,246.5,-2.5,120,-150,252,-2,2,2
2023-24-0214,Cleveland Cavaliers,Chicago Bulls,222.5,9.5,-500,340,213,3,2,2
2023-24-0214,Memphis Grizzlies,Houston Rockets,217.5,-1.5,105,-135,234,8,2,2
2023-24-0214,New Orleans Pelicans,Washington Wizards,232.5,12.5,-850,520,259,7,2,2
2023-24-0214,Dallas Mavericks,San Antonio Spurs,243.5,11.5,-580,380,209,23,2,2
2023-24-0214,Phoenix Suns,Detroit Pistons,238.0,13.5,-950,625,216,16,1,1
2023-24-0214,Denver Nuggets,Sacramento Kings,229.0,5.5,-198,164,200,-4,2,1
2023-24-0214,Utah Jazz,Los Angeles Lakers,240.5,4.5,-185,154,260,-16,2,1
2023-24-0214,Golden State Warriors,Los Angeles Clippers,237.5,3.0,-166,140,255,-5,2,2
2023-24-0215,Memphis Grizzlies,Milwaukee Bucks,222.5,-14.0,600,-900,223,3,1,2
2023-24-0215,Utah Jazz,Golden State Warriors,242.0,-2.5,120,-142,277,-3,1,1
2023-24-0215,Portland Trail Blazers,Minnesota Timberwolves,217.0,-9.5,380,-500,219,-37,2,2
2023-24-0218,Eastern,Western,353.5,-2.5,114,-135,397,25,7,7
2023-24-0222,Indiana Pacers,Detroit Pistons,246.5,12.0,-750,525,244,14,8,8
2023-24-0222,Toronto Raptors,Brooklyn Nets,231.0,1.0,-115,-105,214,28,8,8
2023-24-0222,Cleveland Cavaliers,Orlando Magic,214.0,5.0,-218,180,225,-7,8,8
2023-24-0222,Philadelphia 76ers,New York Knicks,228.5,1.0,-115,-105,206,-14,8,8
2023-24-0222,Dallas Mavericks,Phoenix Suns,244.5,2.5,-145,114,236,10,8,8
2023-24-0222,Oklahoma City Thunder,Los Angeles Clippers,235.5,1.5,-125,-105,236,22,9,8
2023-24-0222,Chicago Bulls,Boston Celtics,223.5,-8.5,250,-345,241,-17,8,8
2023-24-0222,New Orleans Pelicans,Houston Rockets,228.5,7.5,-330,240,232,22,8,8
2023-24-0222,Denver Nuggets,Washington Wizards,233.0,15.5,-1200,750,240,20,8,8
2023-24-0222,Utah Jazz,Charlotte Hornets,229.5,9.5,-425,330,222,-8,7,8
2023-24-0222,Sacramento Kings,San Antonio Spurs,242.5,10.5,-560,370,249,5,8,8
2023-24-0222,Golden State Warriors,Los Angeles Lakers,243.5,5.5,-245,185,238,18,7,8
2023-24-0223,Atlanta Hawks,Toronto Raptors,244.0,7.0,-285,230,244,-2,9,1
2023-24-0223,Philadelphia 76ers,Cleveland Cavaliers,225.5,-2.0,105,-125,201,7,1,1
2023-24-0223,Memphis Grizzlies,Los Angeles Clippers,223.5,-8.5,280,-395,196,-6,8,1
2023-24-0223,Oklahoma City Thunder,Washington Wizards,242.5,16.0,-1600,900,253,41,1,1
2023-24-0223,New Orleans Pelicans,Miami Heat,219.5,1.5,-140,110,201,-11,1,9
2023-24-0223,Houston Rockets,Phoenix Suns,234.5,-2.5,120,-150,224,4,1,1
2023-24-0223,Portland Trail Blazers,Denver Nuggets,216.5,-8.0,275,-345,239,-15,8,1
2023-24-0223,Minnesota Timberwolves,Milwaukee Bucks,225.0,4.0,-192,160,219,-5,8,8
2023-24-0223,Golden State Warriors,Charlotte Hornets,228.5,12.5,-810,500,181,13,1,1
2023-24-0223,Los Angeles Lakers,San Antonio Spurs,241.0,11.0,-550,410,241,5,1,1
2023-24-0224,Detroit Pistons,Orlando Magic,225.5,-8.5,275,-345,221,-3,2,2
2023-24-0224,New York Knicks,Boston Celtics,225.0,-6.0,185,-225,218,-14,2,2
2023-24-0224,Minnesota Timberwolves,Brooklyn Nets,221.0,7.5,-340,270,187,15,1,2
2023-24-0225,Philadelphia 76ers,Milwaukee Bucks,234.5,-4.5,160,-210,217,-21,2,2
